id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
288,"Aû , ye' kèq kũ i wàkãnéxũk .","No , yo no lo estoy usando .",Constenla 1998 pg033,"Aû , ye' kë̀ ku̠ i-wàka̠né̠u̠k .",
289,Ye' tso kãnèxbalök sàchö wa .,Yo estoy trabajando con el sacho .,Constenla 1998 pg033,Ye' tso ka̠nè̠balök sàchö wa .,
290,Íke .,Toma .,Constenla 1998 pg033,Íke .,
291,Wë'ste .,Gracias .,Constenla 1998 pg033,Wë'ste .,
292,Ye' míxãtke .,Adiós .,Constenla 1998 pg033,Ye' mí̠a̠tke .,
293,Èqkèqkë .,Está bien .,Constenla 1998 pg033,Ë̀kë̀kë .,
294,Kèq e' dë wèxs .,No hay de qué .,Constenla 1998 pg034,Kë̀ e' dë wè̠s .,
295,Ye' mìxnẽ i alök .,Yo fui a cocinarlo .,Constenla 1998 pg035,Ye' mì̠ne̠ i-alök .,
296,Ye' mìxnẽ i alóqkmãlẽ .,Yo fui a cocinarlo de nuevo .,Constenla 1998 pg035,Ye' mì̠ne̠ i-alö́kma̠le̠ .,
297,Ióqk ie' mìxnẽ ? I alóqk .,A qué fue él ? A cocinarlo .,Constenla 1998 pg035,Iö́k ie' mì̠ne̠ ? I-alö́k .,
298,E' tã ye' tso túxnũk .,Entonces yo estaba corriendo .,Constenla 1998 pg037,E' ta̠ ye' tso tú̠nu̠k .,
299,I' tã be' tso chkóqk .,Ahora usted está comiendo .,Constenla 1998 pg037,I' ta̠ be' tso chkö́k .,
300,I' tã be' kèq kũ chkóqk .,Ahora usted no está comiendo .,Constenla 1998 pg038,I' ta̠ be' kë̀ ku̠ chkö́k .,
301,I' tã kèq be' kũ chkóqk .,Ahora usted no está comiendo .,Constenla 1998 pg038,I' ta̠ kë̀ be' ku̠ chkö́k .,
302,Ie' bák àrros ñũk .,Él estuvo comiendo arroz .,Constenla 1998 pg038,Ie' bák àrros ñu̠k .,
303,Kèq sa' kũ'bak shkóqk .,Nosotros no estuvimos caminando .,Constenla 1998 pg038,Kë̀ sa' ku̠'bak shkö́k .,
304,Ye' tso ĩnúxk .,Yo estoy jugando .,Constenla 1998 pg038,Ye' tso i̠nú̠k .,
305,Ye' tso ù sãũk .,Yo estoy viendo una casa .,Constenla 1998 pg038,Ye' tso ù sa̠u̠k .,
306,Be' tso ì wámbalök .,Que está haciendo usted ?,Constenla 1998 pg038,Be' tso ì wámbalök .,
307,Ye' kèq kũ ĩnúxk .,Yo no estoy jugando .,Constenla 1998 pg038,Ye' kë̀ ku̠ i̠nú̠k .,
308,Be' kèq kũ ù sãũk .,Usted no está viendo una casa ?,Constenla 1998 pg038,Be' kë̀ ku̠ ù sa̠u̠k .,
309,Ye' tso apàio yawök datsi' i' wa .,Yo estoy haciendo una camisa con esta tela .,Constenla 1998 pg038,Ye' tso apàio yawök datsi' i' wa .,
310,Ye' tso ĩnúxk nãîxpe wa .,Yo estoy jugando naipe .,Constenla 1998 pg039,Ye' tso i̠nú̠k na̠î̠pe wa .,
311,Be' tso stsóqk kùmbia wa .,Usted está cantando cumbia .,Constenla 1998 pg039,Be' tso stsö́k kùmbia wa .,
312,Ie' tso kalòqtök kùmbia wa .,Él está bailando cumbia .,Constenla 1998 pg039,Ie' tso kalö̀tök kùmbia wa .,
313,Ye' tso àrros alök ùx i' ã .,Yo estoy cocinando arroz en esta olla .,Constenla 1998 pg039,Ye' tso àrros alök ù̠ i' a̠ .,
314,Ye' tso Sibòq ã i chök .,Yo estoy diciéndoselo a Sibö .,Constenla 1998 pg039,Ye' tso Sibö̀ a̠ i-chök .,
315,Ye' tso sibòqchök .,Yo estoy rezando .,Constenla 1998 pg039,Ye' tso sibö̀chök .,
316,I' dör íyi sãwõ .,Esto es para ver cosas .,Constenla 1998 pg039,I' dör íyi sa̠wo̠ .,
317,Séx dör ĩnóx .,Eso es para jugar .,Constenla 1998 pg039,Sé̠ dör i̠nó̠ .,
318,Ye' tso dawà sawök .,Yo estoy fumando .,Constenla 1998 pg040,Ye' tso dawà sawök .,
319,Ie' tso uyèqjkuö àxritsök .,Él está leyendo escritos .,Constenla 1998 pg040,Ie' tso uyë̀jkuö à̠ritsök .,
320,Be' ujtó .,Usted sabe hablar .,Constenla 1998 pg040,Be' ujtó .,
321,Be' ujtóq .,Hable usted .,Constenla 1998 pg040,Be' ujtö́ .,
348,dìwö dòqkẽtke batà ã éjkë,A las diez de la mañana,Constenla 1998 pg044,dìwö dö̀ke̠tke batà a̠ éjkë,
349,e' ukòqkĩ,Después de eso,Constenla 1998 pg044,e' ukö̀ki̠,
350,Be'r María sãwéx îxñẽ ?,Usted vio a María hoy ?,Constenla 1998 pg045,Be'r María sa̠wé̠ î̠ñe̠ ?,
351,"Mìxk ie' tö i ché , i stsóq a'r .","Cuando lo diga , escúchelo .",Constenla 1998 pg045,"Mìk ie' tö i-ché , i-stsö́ a'r .",
352,Ye' míxãtke .,Ya me voy .,Constenla 1998 pg045,Ye' mí̠a̠tke .,
353,I buànã .,Se arregló .,Constenla 1998 pg047,I-buàna̠ .,
354,I alìnã .,Se cocinó .,Constenla 1998 pg047,I-alìna̠ .,
355,Ye' shka'mĩ chkì .,Comencé a caminar ayer .,Constenla 1998 pg047,Ye' shka'mi̠ chkì .,
356,Ye' shkémĩ îxñẽ .,Comencé a caminar hoy .,Constenla 1998 pg047,Ye' shkémi̠ î̠ñe̠ .,
357,Ye' shka'nẽ .,Caminé de nuevo .,Constenla 1998 pg047,Ye' shka'ne̠ .,
358,Ya dé bikâkala apánũk .,Vine a esperar al maestro de ceremonias .,Constenla 1998 pg047,Ya-dé bikâkala apánu̠k .,
359,Ie' mìxnẽ ĩ mãũk .,Se fue a amarrarlo .,Constenla 1998 pg047,Ie' mì̠ne̠ i̠-ma̠u̠k .,
360,Wéx yawé be' tö ?,Cuál hizo usted ?,Constenla 1998 pg048,Wé̠ yawé be' tö ?,
361,Ye' tö i' yawé .,Yo hice este .,Constenla 1998 pg048,Ye' tö i' yawé .,
362,Se' tso si' wéx ã ?,En cuál mes estamos ?,Constenla 1998 pg048,Se' tso si' wé̠ a̠ ?,
363,Si' wéx ã se' tso ?,En cuál mes estamos ?,Constenla 1998 pg048,Si' wé̠ a̠ se' tso?,
392,María dör datsi' dikìx tsikirîrî tãwéx .,María se compró un fustán amarillo .,Margery 2005 pg028 eg675,María dör datsi' dikì̠ tsikirîrî ta̠wé̠  .,
409,I kióqrak .,Llámelos .,Constenla 1998 pg052,I-kiö́rak .,
410,Ye' stsë' .,Yo canté .,Constenla 1998 pg052,Ye' stsë' .,
411,Ye' stsé .,Yo canté .,Constenla 1998 pg052,Ye' stsé .,
412,Ye' tö ù súx .,Yo vi una casa .,Constenla 1998 pg052,Ye' tö ù sú̠ .,
413,Ye' tö ù sãwéx .,Yo vi una casa .,Constenla 1998 pg052,Ye' tö ù sa̠wé̠ .,
414,Kèq ye' stsèqnẽ .,Yo no canté .,Constenla 1998 pg053,Kë̀ ye' stsë̀ne̠ .,
415,Ye' kèq stsèqnẽ .,Yo no canté .,Constenla 1998 pg053,Ye' kë̀ stsë̀ne̠ .,
416,Kèq ye' wã ù sùxnẽ .,Yo no vi una casa .,Constenla 1998 pg053,Kë̀ ye' wa̠ ù sù̠ne̠ .,
417,Ye' kèq wã ù sùxnẽ .,Yo no vi una casa .,Constenla 1998 pg053,Ye' kë̀ wa̠ ù sù̠ne̠ .,
418,Stsèqnẽ .,Se cantó .,Constenla 1998 pg053,Stsë̀ne̠ .,
419,Stsèqnã .,Se cantó .,Constenla 1998 pg053,Stsë̀na̠ .,
420,Kèq stsèqnẽ .,No se cantó .,Constenla 1998 pg053,Kë̀ stsë̀ne̠ .,
421,Ù sùxnẽ .,Se vio una casa .,Constenla 1998 pg053,Ù sù̠ne̠ .,
422,Ù sùxnã .,Se vio una casa .,Constenla 1998 pg053,Ù sù̠na̠ .,
423,Kèq ù sùxnẽ .,No se vio una casa .,Constenla 1998 pg053,Kë̀ ù sù̠ne̠ .,
424,Skuèq tã' .,Hay ratones .,Constenla 1998 pg053,Skuë̀ ta̠' .,
425,Ĩnúxköl bák .,Hubo dinero .,Constenla 1998 pg053,I̠nú̠köl bák .,
426,I tso'rak .,Ellos están .,Constenla 1998 pg053,I-tso'rak .,
427,I sùxnẽrak .,Ellos se vieron .,Constenla 1998 pg053,I-sù̠ne̠rak .,
428,I túxndak .,Ellos corren .,Constenla 1998 pg053,I-tú̠ndak .,
429,I dérak .,Ellos llegaron .,Constenla 1998 pg053,I-dérak .,
430,I táxrak .,Con ellos .,Constenla 1998 pg053,I-tá̠rak .,
431,Só ẽnã kaè e' dör kàlwak .,La cucharacha y la mantis son insectos .,Constenla 1998 pg053,Só e̠na̠ kaè e' dör kàlwak .,
432,Wéqm dé e' dör ye' yàmĩ .,El hombre que llegó es pariente mío .,Constenla 1998 pg054,Wë́m dé e' dör ye' yàmi̠ .,
433,Wéqm dé dör ye' yàmĩ .,El hombre que llegó es pariente mío .,Constenla 1998 pg054,Wë́m dé dör ye' yàmi̠ .,
434,Ye'r aláköl dé e' sãwéx .,Yo vi a la mujer que llegó .,Constenla 1998 pg054,Ye'r aláköl dé e' sa̠wé̠ .,
435,Ye'r aláköl dé sãwéx .,Yo vi a la mujer que llegó .,Constenla 1998 pg054,Ye'r aláköl dé sa̠wé̠ .,
436,Carlos ujté wéqm dé e' tã .,Carlos habló con el hombre que llegó .,Constenla 1998 pg054,Carlos ujté wë́m dé e' ta̠ .,
437,Carlos ujté wéqm dé tã .,Carlos habló con el hombre que llegó .,Constenla 1998 pg054,Carlos ujté wë́m dé ta̠ .,
438,Bóqkali chìchi tö Po'tak kó' . E' chíchii sãwéx yö îxñẽ .,Anteayer un perro mordió a Po'tak . A dicho perro lo vi hoy .,Constenla 1998 pg054,Bö́kali chìchi tö Po'tak kó' . E' chíchii sa̠wé̠ yö î̠ñe̠ .,
439,Chkì awá dé Carlos ù ã . E' awéi dör i nãùx .,Ayer llegó un suquia a la casa de Carlos . Dicho suquia es su tío materno .,Constenla 1998 pg055,Chkì awá dé Carlos ù a̠ . E' awéi dör i-na̠ù̠.,
440,awá kàl,el bordón del suquia,Constenla 1998 pg055,awá kàl,
441,awá kél,el bordon de suquia,Constenla 1998 pg055,awá kél,
442,dalì we,pulpería,Constenla 1998 pg055,dalì we,
443,stsa'wö we,escuela,Constenla 1998 pg055,stsa'wö we,
444,dakarò we,gallinero,Constenla 1998 pg055,dakarò we,
487,ye' kiànã,yo quiero,Constenla 1998 pg058,ye' kiàna̠,
488,máxshmãsh,anaranjado,Constenla 1998 pg058,má̠shma̠sh,
489,sĩéxlsĩẽl,celeste,Constenla 1998 pg058,si̠é̠lsi̠e̠l,
490,mã'tk,rojo,Constenla 1998 pg058,ma̠'tk,
491,sĩêx,azul,Constenla 1998 pg058,si̠ê̠,
492,mã'tkë,muy rojo,Constenla 1998 pg058,ma̠'tkë,
493,sĩêxë,muy azul,Constenla 1998 pg058,si̠ê̠ë,
494,sarúlsarul,blancuzco,Constenla 1998 pg058,sarúlsarul,
495,dalóshdalosh,negruzco,Constenla 1998 pg058,dalóshdalosh,
496,tsikirístsikiris,amarillento,Constenla 1998 pg058,tsikirístsikiris,
497,tsipátsipâ,verde oscuro,Constenla 1998 pg059,tsipátsipâ,
498,téqshtêqsh,redondo,Constenla 1998 pg059,të́shtë̂sh,
499,óqbôqb,liviano,Constenla 1998 pg059,ö́bö̂b,
500,tsipátsipa,verde claro,Constenla 1998 pg059,tsipátsipa,
501,téqshtesh,medio redondo,Constenla 1998 pg059,të́shtesh,
502,óqböb,medio liviano,Constenla 1998 pg059,ö́böb,
503,béqrbéqr pã'ãlĩ,medio nuevo,Constenla 1998 pg060,bë́rbë́r pa̠'a̠li̠,
504,bêqrie ichóqk,verdaderamente grande,Constenla 1998 pg060,bë̂rie ichö́k,
505,béqrbéqr tôto,medio fácil,Constenla 1998 pg060,bë́rbë́r tôto,
506,daréqsdarës,medio difícil,Constenla 1998 pg060,darë́sdarës,
507,tóttô,muy fácil,Constenla 1998 pg060,tóttô,
508,tóttôë,muy fácil,Constenla 1998 pg060,tóttôë,
509,darêqrêqë,muy difícil,Constenla 1998 pg060,darë̂rë̂ë,
510,Chìchi dör sarûrû .,El perro es blanco .,Constenla 1998 pg060,Chìchi dör sarûrû .,
511,Chìchi dör sarûrû sarûrû .,Los perros son blancos .,Constenla 1998 pg060,Chìchi dör sarûrû sarûrû .,
512,bêqrie,grande,Constenla 1998 pg060,bë̂rie,
513,wîxwîx,grandes,Constenla 1998 pg060,wî̠wî̠,
514,tsîr,pequeño,Constenla 1998 pg060,tsîr,
515,tsítsi,pequeños,Constenla 1998 pg060,tsítsi,
516,buáala,bonito,Constenla 1998 pg060,buáala,
517,buàmbuáala,bonito,Constenla 1998 pg060,buàmbuáala,
518,Aláköl ãwìx dör buáala .,Aquella mujer es bonita .,Constenla 1998 pg061,Aláköl a̠wì̠ dör buáala .,
519,Alákölpa ãwìx dör buàmbuáala .,Aquellas mujeres son bonitas .,Constenla 1998 pg061,Alákölpa a̠wì̠ dör buàmbuáala .,
520,Apàio dör ye' icha .,La camisa es mía .,Constenla 1998 pg061,Apàio dör ye' icha .,
521,Ye' icha dör sarûrû .,La mía es blanca .,Constenla 1998 pg061,Ye' icha dör sarûrû .,
522,Apàio sarûrû i' dör yí icha ?,De quién es esta camisa blanca ?,Constenla 1998 pg061,Apàio sarûrû i' dör yí icha ?,
523,Ĩ áxrkẽ .,Está ladrando .,Constenla 1998 pg062,I̠-á̠rke̠ .,
524,Ĩ óxrkẽ .,Se está haciendo .,Constenla 1998 pg062,I̠-ó̠rke̠ .,
550,Ìèq kíx tso ù shùx ã ?,Qué más hay en la casa ?,Constenla 1998 pg066,Ìë̀ kí̠ tso ù shù̠ a̠ ?,
554,Ie' dur ù ã .,El está de pie en la casa .,Constenla 1998 pg067,Ie' dur ù a̠ .,
555,Ie' kèq kũ dur ù ã .,Él no está de pie en la casa .,Constenla 1998 pg067,Ie' kë̀ ku̠ dur ù a̠ .,
556,Ie' bák dur ù ã .,El estuvo de pie en la casa .,Constenla 1998 pg067,Ie' bák dur ù a̠ .,
557,Wéqpa tso ù ã .,Hay hombres en la casa .,Constenla 1998 pg067,Wë́pa tso ù a̠ .,
558,Wéqpa ië'tẽn ù ã .,Los hombres están de pie en la casa .,Constenla 1998 pg067,Wë́pa ië'te̠n ù a̠ .,
559,Ye' tkër kula' kĩ .,Estoy sentado en la silla .,Constenla 1998 pg067,Ye' tkër kula' ki̠ .,
560,Chìchi tkër ûrikĩ .,El perro está sentado afuera .,Constenla 1998 pg067,Chìchi tkër ûriki̠ .,
561,Dù tkër kàl ulà kĩ .,El ave está posada en la rama .,Constenla 1998 pg067,Dù tkër kàl ulà ki̠ .,
562,Só tkër mesa kĩ .,La cucharacha está sobre la mesa .,Constenla 1998 pg067,Só tkër mè̠sa ki̠ .,
563,Kula' tkër kapó wé ã .,La silla está en el cuarto .,Constenla 1998 pg067,Kula' tkër kapó wé a̠ .,
564,Ye' tër akõ' kĩ .,Yo estoy acostado en la cama .,Constenla 1998 pg067,Ye' tër ako̠' ki̠ .,
565,Talók tër di' jkö .,El lagarto está en la orilla del río .,Constenla 1998 pg067,Talók tër di' jkö .,
566,Akõ' tër íxs kĩ .,La cama está sobre el suelo .,Constenla 1998 pg067,Ako̠' tër í̠s ki̠ .,
567,Ák tër mesa kĩ .,La piedra está sobre la mesa .,Constenla 1998 pg068,Ák tër mè̠sa ki̠ .,
568,Sĩnĩ' tër íxs kĩ .,El chancho de monte está sentado sobre el suelo .,Constenla 1998 pg068,Si̠ni̠' tër í̠s ki̠ .,
569,Ye' ar di' ã .,Yo estoy dentro del río .,Constenla 1998 pg068,Ye' ar di' a̠ .,
570,Kichòq ar i kalòq ã'mĩk .,La papaya de monte está en la mata .,Constenla 1998 pg068,Kichö̀ ar i-kalö̀ a̠'mi̠k .,
571,Dikó ar sku' ã .,El pejibaye está en el bolso .,Constenla 1998 pg068,Dikó ar sku' a̠ .,
572,Móxköl ar kanò ã .,El rifle está en el bote .,Constenla 1998 pg068,Mó̠köl ar kanò a̠ .,
573,Ù tẽn ãwìxẽ .,La casa está allá .,Constenla 1998 pg068,Ù te̠n a̠wì̠e̠ .,
574,Kabàiö tẽn dóq chkà ã .,El caballo está metido en el barrial .,Constenla 1998 pg068,Kabàiö te̠n dö́ chkà a̠ .,
575,Kãnõ' tẽn káxuk ã .,El tepezcuintle está metido en la cueva .,Constenla 1998 pg068,Ka̠no̠' te̠n ká̠uk a̠ .,
576,Ikuòq kua tulur tèq ã .,Las matas de maíz están metidas en la milpa .,Constenla 1998 pg068,Ikuö̀ kua tulur të̀ a̠ .,
577,Tabè tẽn íyök ã .,El machete está clavado en la tierra .,Constenla 1998 pg068,Tabè te̠n íyök a̠ .,
578,Ye' dióqköl bàtsul akõ' ã'mĩk .,Mi foto está pegada en la pared .,Constenla 1998 pg068,Ye' diö́köl bàtsul ako̠' a̠'mi̠k .,
579,Só bàtsul akõ' ã'mĩk .,La cucharacha está en la pared .,Constenla 1998 pg068,Só bàtsul ako̠' a̠'mi̠k .,
580,Sulèqwö bàtsul újkö ã'mĩk .,La flecha está apoyada en la puerta .,Constenla 1998 pg068,Sulë̀wö bàtsul újkö a̠'mi̠k .,
581,Ie' tkër kula' kĩ .,Él está sentado en la silla .,Constenla 1998 pg068,Ie' tkër kula' ki̠ .,
582,I tkë'r kula' kĩ .,Está sentado en la silla .,Constenla 1998 pg068,I-tkë'r kula' ki̠ .,
583,Ie' tkë'rkã kabàiö kĩ .,Él está montado a caballo .,Constenla 1998 pg068,Ie' tkë'rka̠ kabàiö ki̠ .,
584,Ie' tkër stsóqk .,Él está sentado cantando .,Constenla 1998 pg068,Ie' tkër stsö́k .,
585,Ie' kèq kũ yë'ar i sãũk .,Él no está de pie viéndolo .,Constenla 1998 pg069,Ie' kë̀ ku̠ yë'ar i-sa̠u̠k .,
586,Ù tsìx jkẽ,Hay dos tepezcuintles en la cueva .,Constenla 1998 pg069,Ù tsì̠ jke̠,
587,Kãnõ' tulur bòqk káxuk ã .,Hay dos pájaros cantando .,Constenla 1998 pg070,Ka̠no̠' tulur bö̀k ká̠uk a̠ .,
588,Dù tulur stsóqk bòqtk .,Yo vi dos culebras .,Constenla 1998 pg070,Dù tulur stsö́k bö̀tk .,
589,Ye' tö tkabèq sãwéx bòqtöm .,Los dos tepezcuintles están en la cueva .,Constenla 1998 pg070,Ye' tö tkabë̀ sa̠wé̠ bö̀töm .,
590,Kãnõ' bòqk tulur káxuk ã .,Los dos pájaros están cantando .,Constenla 1998 pg070,Ka̠no̠' bö̀k tulur ká̠uk a̠ .,
591,Dù bòqtk tulur stsóqk .,Yo vi las dos culebras .,Constenla 1998 pg070,Dù bö̀tk tulur stsö́k .,
592,Ye' tö tkabèq bòqtöm sãwéx .,Cuántos de los tepezcuintles están en la cueva ?,Constenla 1998 pg070,Ye' tö tkabë̀ bö̀töm sa̠wé̠ .,
593,Kãnõ' bìk tulur káxuk ã ?,Cuántos tepezcuintles hay en la cueva ?,Constenla 1998 pg070,Ka̠no̠' bìk tulur ká̠uk a̠ ?,
594,Bìk kãnõ' tulur káxuk ã ?,"Esta vaca es mía , la otra es de Juan .",Constenla 1998 pg070,Bìk ka̠no̠' tulur ká̠uk a̠ ?,
595,"Bàka i' dör ye' icha , ièqtöm dör Juan icha .",Se solía andar por el camino .,Constenla 1998 pg070,"Bàka i' dör ye' icha , ië̀töm dör Juan icha .",
596,Shkèkẽ ñãlàx kĩ .,Se comía muy bien .,Constenla 1998 pg071,Shkèke̠ ña̠là̠ ki̠ .,
597,Chkèkẽ bua'ë .,No se solía bailar mucho .,Constenla 1998 pg071,Chkèke̠ bua'ë .,
598,Kèq kalòqtèkũ tãîx .,No se solía bailar mucho .,Constenla 1998 pg071,Kë̀ kalö̀tèku̠ ta̠î̠ .,
599,Shkèkêxkã píska kĩ .,Se subía por una escalera .,Constenla 1998 pg071,Shkèkê̠ka̠ píska ki̠ .,
600,alákölpa wáxwáxn,pocas mujeres,Constenla 1998 pg070,alákölpa wá̠wá̠n,
601,sĩnĩ' wáxwáxn,pocos chanchos de monte,Constenla 1998 pg070,si̠ni̠' wá̠wá̠n,
602,ù wáxwáxn,casa mediana,Constenla 1998 pg070,ù wá̠wá̠n,
603,ù wâxnwâxn,casas medianas,Constenla 1998 pg070,ù wâ̠nwâ̠n,
604,Ye' ala'r tã' .,Yo tengo hijos .,Constenla 1998 pg074,Ye' ala'r ta̠' .,
605,Kèq se' bulu' tã' .,Nosotros no tenemos cacique .,Constenla 1998 pg074,Kë̀ se' bulu' ta̠' .,
606,Ie' mòxsópa tã' .,Él tiene peones .,Constenla 1998 pg074,Ie' mò̠sópa ta̠' .,
607,Ye' akà tã' .,Yo tengo dientes .,Constenla 1998 pg074,Ye' akà ta̠' .,
608,Kapó we újkö tã' .,El cuarto tiene puerta .,Constenla 1998 pg074,Kapó we újkö ta̠' .,
609,Ye' ù tã' .,Yo tengo una casa .,Constenla 1998 pg075,Ye' ù ta̠' .,
610,Ye' shkàmẽ' tã' .,Yo tengo un arco .,Constenla 1998 pg075,Ye' shkàme̠' ta̠' .,
611,Be' datsi' dör mâ'tk ie' datsi' e's .,Tu vestido es tan rojo como el de ella .,Constenla 1998 pg075,Be' datsi' dör mâ'tk ie' datsi' e's .,
612,Ye' sulèq dör bitsîx be' sulèq éjkë .,Mi flecha es tan larga como la tuya .,Constenla 1998 pg075,Ye' sulë̀ dör bitsî̠ be' sulë̀ éjkë .,
613,Ie' dör káxjkêx ye' tsáxtã .,Él es más alto que yo .,Constenla 1998 pg075,Ie' dör ká̠jkê̠ ye' tsá̠ta̠ .,
614,Ie'r buáala Carmen dikìx ã .,Ella es menos bella que Carmen .,Constenla 1998 pg075,Ie'r buáala Carmen dikì̠ a̠ .,
615,Ye' sulèq dör tsãlîxlîx be' sulèq dikìx ã .,Mi flecha es menos delgada que la tuya .,Constenla 1998 pg075,Ye' sulë̀ dör tsa̠lî̠lî̠ be' sulë̀ dikì̠ a̠ .,
616,Be' ù dör bêqrie ye' icha tsáxtã .,Tu casa es más grande que la mía .,Constenla 1998 pg075,Be' ù dör bë̂rie ye' icha tsá̠ta̠ .,
617,Be' ulà dör bêqrie ye' ulà tsáxtã .,Tu mano es más grande que la mía .,Constenla 1998 pg075,Be' ulà dör bë̂rie ye' ulà tsá̠ta̠ .,
618,Dabòm éyök,Diez,Constenla 1998 pg076,Dabòm éyök,
619,Dabòm bóqyök,Veinte,Constenla 1998 pg076,Dabòm bö́yök,
620,Dabòm mãñáxyök,Treinta,Constenla 1998 pg076,Dabòm ma̠ñá̠yök,
621,Dabòm tkéqyök,Cuarenta,Constenla 1998 pg076,Dabòm tkë́yök,
622,Dabòm skéxyök,Cincuenta,Constenla 1998 pg076,Dabòm ské̠yök,
623,Dabòm tèryök,Sesenta,Constenla 1998 pg076,Dabòm tèryök,
624,Dabòm kúlyök,Setenta,Constenla 1998 pg076,Dabòm kúlyök,
625,Dabòm pàryök,Ochenta,Constenla 1998 pg076,Dabòm pàryök,
626,Dabòm sũlìxtúyök,Noventa,Constenla 1998 pg076,Dabòm su̠lì̠túyök,
627,Dabòm dabòbyök,Cien,Constenla 1998 pg076,Dabòm dabòbyök,
628,Dabòm dabòbyök dabòbyök,Miel,Constenla 1998 pg076,Dabòm dabòbyök dabòbyök,
629,Cien éyök,Cien,Constenla 1998 pg076,Cien éyök,
630,Cien bóqyök,Doscientos,Constenla 1998 pg076,Cien bö́yök,
631,Cien mãñáxyök,Trescientos,Constenla 1998 pg076,Cien ma̠ñá̠yök,
632,Cien tkéqyök,Cuatrocientos,Constenla 1998 pg076,Cien tkë́yök,
633,Cien skéxyök,Quinientos,Constenla 1998 pg076,Cien ské̠yök,
634,Cien tèryök,Seiscientos,Constenla 1998 pg076,Cien tèryök,
635,Cien kúlyök,Setecientos,Constenla 1998 pg076,Cien kúlyök,
636,Cien pàryök,Ochosientos,Constenla 1998 pg076,Cien pàryök,
637,Cien sũlìxtúyök,Novecientos,Constenla 1998 pg076,Cien su̠lì̠túyök,
638,Mil éyök,Mil,Constenla 1998 pg076,Mil éyök,
639,Mil bóqyök,Dos mil,Constenla 1998 pg076,Mil bö́yök,
640,Dabòm éyök kíx e'köl,Once personas,Constenla 1998 pg076,Dabòm éyök kí̠ e'köl,
641,Ba chkóq .,Come !,Constenla 1998 pg077,Ba-chkö́ .,
642,Mã ĩnúx .,Juega !,Constenla 1998 pg077,Ma̠-i̠nú̠ .,
643,Be' tö i sãúx .,Míralo !,Constenla 1998 pg077,Be' tö i-sa̠ú̠ .,
644,I sãúx .,Míralo !,Constenla 1998 pg077,I-sa̠ú̠ .,
645,Be' tö i ishtóq .,Escríbelo !,Constenla 1998 pg077,Be' tö i-ishtö́ .,
646,I ishtóq .,Escríbelo !,Constenla 1998 pg077,I-ishtö́ .,
647,Kèq ba chkök .,No comas !,Constenla 1998 pg077,Kë̀ ba-chkök .,
648,Kèq mã ĩnũk .,No juegues !,Constenla 1998 pg077,Kë̀ ma̠-i̠nu̠k .,
649,Kèq be' tö i sãũk .,No lo veas !,Constenla 1998 pg077,Kë̀ be' tö i-sa̠u̠k .,
650,Kèq be' tö i ishtök .,No lo escribas !,Constenla 1998 pg077,Kë̀ be' tö i-ishtök .,
651,Kèq i sãwãr .,Que no sea visto .,Constenla 1998 pg077,Kë̀ i-sa̠wa̠r .,
652,Kèq i ishtar .,Que no sea escrito .,Constenla 1998 pg077,Kë̀ i-ishtar .,
653,Kèq shkar .,Que no se camine .,Constenla 1998 pg077,Kë̀ shkar .,
654,I túxnéx .,Corrió .,Constenla 1998 pg078,I-tú̠né̠ .,
655,I tũnéx .,Su pus .,Constenla 1998 pg078,I-tu̠né̠ .,
656,i batà,el último,Constenla 1998 pg082,i-batà,
657,Be' we'ikè ye'r .,disculpe,Constenla 1998 pg082,Be' we'ikè ye'r .,
658,ká wéxël,la de cuál lugar,Constenla 1998 pg082,ká wé̠ël,
659,ì skà,qué más ?,Constenla 1998 pg082,ì skà,
660,I stsòq .,Canta .,Constenla 1998 pg083,I-stsö̀ .,
661,Ie' stsòq .,Él canta .,Constenla 1998 pg083,Ie' stsö̀ .,
662,Ie' stsö .,Él canta .,Constenla 1998 pg083,Ie' stsö .,
663,I chè ie' tö .,Él lo dice .,Constenla 1998 pg083,I-chè ie' tö .,
664,I ché ie' tö .,Él lo dijo .,Constenla 1998 pg083,I-ché ie' tö .,
665,I ché irir .,Él lo dice .,Constenla 1998 pg083,I-ché irir .,
666,Ie' stsòq bua' .,Él canta bien .,Constenla 1998 pg083,Ie' stsö̀ bua' .,
667,Ie' tö i chè tö aû .,Él dice que no .,Constenla 1998 pg083,Ie' tö i-chè tö áù .,
